path,family,heading_count,headings,historical_status_signals,reading_status
research/analytic_inventory/lean_formalization_plan.md,historical_analytic_program,5,Lean formalization contract for the analytic article | Standard for the manuscript statement | Required theorem kernel | Formalization order | Writing policy,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/period8_article_dependency_audit.md,historical_analytic_program,5,Dependency audit for the frozen analytic article | Main theorem line | Structural strengthening line | Exclusion audit | Freeze verdict,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/period8_article_route.md,historical_analytic_program,7,Period-eight article route | Proposed contribution | Main theorem package | Honest finite component | Explicit exclusions | Reference roles | Venue logic,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/period8_complete_analytic_proof.md,historical_analytic_program,4,A complete analytic proof of the period-eight counterexample family | Theorem | Proof | Boundary of this theorem,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/period8_derivation.md,historical_analytic_program,8,Period-eight counterexample family: analytic derivation draft | Status | Proposition (draft) | Periodic operator | Chiral reduction to four dimensions | Uniform spectral bound | Passage to finite rings | Why this matters,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/period8_independent_audit.md,historical_analytic_program,1,Independent period-eight package audit,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/period8_line_audit.md,historical_analytic_program,5,Line audit of the period-eight main theorem | Expanded checks | The polynomial comparison | The Taylor comparison | Remaining human reading task,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/period8_literature_led_architecture.md,historical_analytic_program,11,Literature-led architecture for the analytic period-eight article | Evidence used for the structural comparison | Chosen non-appendix structure | The two-act mathematical story | 1. Introduction: a conjectural benchmark fails | 2. Gauge coordinates and finite Bloch reduction | 3. A chiral period-eight fiber | 4. The infinite counterexample family | 5. Why this phase is distinguished | 6. Closing perspective | What this deliberately rejects,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/period8_manuscript_integration.md,historical_analytic_program,7,Manuscript integration assessment: the analytic period-eight route | Decision | Recommended theorem ladder | Section architecture | Material that must stay out | When a sequel becomes reasonable | Lean role,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/period8_trichotomy_analytic_proof.md,historical_analytic_program,4,Period-eight sub-eight trichotomy | Theorem | Proof | Evidence boundary,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/period8_two_defect_closed_walk_lemma.md,historical_analytic_program,5,Exact closed-walk lemma for the non-antipodal two-defect phases | Statement | Exact recurrence | Why a positive excess proves the claim | Evidence boundary,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/periodic_moment_lemma.md,historical_analytic_program,8,Periodic moment barrier: analytic lemma target | Purpose | Setup | Candidate lemma | Hand-proof route | Direct fourth-moment calculation | Complete sixth-moment catalogue | Scope,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/proof_map.md,historical_analytic_program,7,Proof-reduction map | Reading convention | Proposed analytic spine | Module ledger | First derivation target: the period-eight edge | Gate for an analytic-first submission | Non-negotiable evidence boundary,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/r2_boundary_diagnostic.md,historical_analytic_program,4,Residue-two boundary diagnostic (not a proof) | Purpose | Concrete analytic target | Required caution,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/r2_boundary_program.md,historical_analytic_program,8,"Residue-two boundary-closure programme | Target theorem | What is already reduced | Required proof, not heuristic | Candidate route | First rejected shortcut | Stop rule | Article consequence",,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/r2_boundary_seed.md,historical_analytic_program,1,Residue-two boundary seed,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/r2_boundary_tail_closure.md,historical_analytic_program,7,Residue-two boundary-tail closure: exact remaining lemma | Seed | Inputs already available | Tail lemma target | Reduction of (3) | Conditional residue-two theorem | Status,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/r2_finite_base.md,historical_analytic_program,1,Residue-two finite boundary base,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/r2_local_contraction.md,historical_analytic_program,7,Residue-two local contraction lemma | Local contraction lemma (draft) | Exact finite premises | Neighbourhood estimate | Conditional consequence for the actual bulk orbit | Boundary | Status,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/r2_lyapunov_certificate.md,historical_analytic_program,4,Rational Lyapunov certificate at the residue-two Riccati centre | Exact checked statement | Interpretation | What remains,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/r2_lyapunov_route.md,historical_analytic_program,6,Residue-two local Lyapunov route | Diagnostic result | Analytic theorem target | Why a weighted norm is legitimate | Remaining bridge to the cyclic boundary | Immediate work sequence,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/r2_response_recurrence.md,historical_analytic_program,3,Residue-two cyclic response recurrence | Exact block identity | Role in the analytic closure,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/r2_response_transfer.md,historical_analytic_program,5,Residue-two local response-transfer certificate | Exact local statement | Uniform local transfer bound | Exact entrance bound | Scope,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/r2_tail_line_audit.md,historical_analytic_program,4,Line audit of the residue-two tail draft | Scope | Findings | Promotion rule,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/r2_tail_majorant_lemma.md,historical_analytic_program,6,Residue-two tail majorant lemma (draft for line audit) | Statement | Exact entrance and local regime | Schur-series tails | Pivot-limit term | Audit boundary,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/r46_block_template_audit.md,historical_analytic_program,8,Residues four and six: block-template audit | Objective | Exact structural findings | Blocking correction | What cannot be shared blindly | Proposed work order | Kill criterion | Evidence boundary,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/r4_bulk_arc_screen.md,historical_analytic_program,5,Residue-four bulk-arc screen | Exact template result | Numerical route screen only | Next proof task | Metric-complexity screen,,headings_and_status_scan_not_full_semantic_review
research/analytic_inventory/twisted_benchmark_derivation.md,historical_analytic_program,6,A self-contained Fourier proof of the twisted benchmark | Proposition | Gauge form | Fourier blocks | Correct maximization on the shifted grid | Evidence boundary,,headings_and_status_scan_not_full_semantic_review
research/audit/DIRECT_BRACELET_GENERATOR_AUDIT.md,code_and_evidence,5,Direct Bracelet Generator Audit | Scope | Exact reference comparison | Production-scale Burnside audit | Conclusion,,headings_and_status_scan_not_full_semantic_review
research/audit/N32_WITNESS_RECONSTRUCTION.md,code_and_evidence,13,N32 Witness Reconstruction Audit | Purpose | Mathematical input | Independent gauge | Derived step2 | Flux checks | Frozen witness comparison | Exact matrix relation | Spectral consistency | Counterexample check | Independence statement | Evidence | Conclusion,,headings_and_status_scan_not_full_semantic_review
research/audit/PERIOD8_FLOQUET_INDEPENDENT_AUDIT.md,code_and_evidence,18,Period-8 Floquet Independent Audit | Purpose | Mathematical input | Operator derivation | Cell decomposition | Twisted boundary | Explicit H(z) | Hermitian property | Direct-sum theorem | Independent determinant | Reduction from z to c | Second determinant route | Comparison with frozen polynomial | Allowed c range | Squared-eigenvalue interpretation | Independence statement | Evidence | Conclusion,,headings_and_status_scan_not_full_semantic_review
research/audit/PERIOD8_INFINITE_FAMILY_INDEPENDENT_AUDIT.md,code_and_evidence,15,Period-8 Infinite-Family Independent Audit | Theorem | Dependency on Task 38 | Uniform positivity certificate | Secondary positivity check | Spectral consequence | Exact threshold at n=32 | Minimal polynomial and isolation | Threshold monotonicity | Both holonomies | Secondary threshold cross-check | Infinite-family checker | Independence statement | Evidence | Conclusion,,headings_and_status_scan_not_full_semantic_review
research/audit/QUOTIENT_COMPLETENESS_AUDIT.md,code_and_evidence,10,Quotient Completeness Audit | A. Full `n=20` raw-versus-quotient comparison | B. Adversarial `n=22` orbit expansion | C. Mathematical completeness proof | 1. Switching equivalence | 2. Complete cycle coordinates | 3. Global negation | 4. Dihedral automorphisms | 5. Orbit decomposition and space recovery | Audit limitations and next gate,,headings_and_status_scan_not_full_semantic_review
research/audit/TARGET_A_CURRENT_STATUS_CHECK.md,code_and_evidence,5,Target A Current Public Status Check | A. Source Paper | B. Author Follow-up | C. Direct-result Queries | Assessment,,headings_and_status_scan_not_full_semantic_review
research/audit/TARGET_A_N24_DUAL_GENERATOR_AUDIT.md,code_and_evidence,2,Target A n=24 Dual-Generator Audit | Generator Lemma,,headings_and_status_scan_not_full_semantic_review
research/audit/TARGET_A_REVIEWER_ONE.md,code_and_evidence,14,Reviewer One Report | Review metadata | Overall assessment | Scores | Findings | R1-001 - MAJOR - Computer-assisted proof | R1-002 - MODERATE - Proof completeness | R1-003 - MODERATE - Exact certificates and notation | R1-004 - MODERATE - Proof completeness | R1-005 - MINOR - Citation and novelty positioning | R1-006 - MINOR - Terminology at order eight | R1-007 - MINOR - Scope definition | Severity counts and gate | Recommendation,94:**Required revision:** Call the `Q_i` the distinguished/local quadrilateral fluxes and add a sentence noting the two exceptional order-eight quadrilaterals and why they do not affe,headings_and_status_scan_not_full_semantic_review
research/audit/TARGET_A_REVIEWER_ONE_RESPONSE.md,code_and_evidence,10,Response to Reviewer One | R1-001 - accessible computer-assisted proof artifact | R1-002 - order-32 certificate not displayed | R1-003 - lift and basis for residual vectors | R1-004 - closed-walk derivation | R1-005 - citations and novelty boundary | R1-006 - order-eight quadrilaterals | R1-007 - primitive-period domain | Requested gate | Round 2 follow-up,,headings_and_status_scan_not_full_semantic_review
research/audit/TARGET_A_REVIEWER_ONE_ROUND2.md,code_and_evidence,12,"Reviewer One, Round 2 | Review basis | Scores | Findings | 1. MODERATE: The proof-classification section understates the computational dependence of the moment results | 2. MODERATE: The central finite-minimality theorem lacks a documented end-to-end regeneration command and fully archived replay at every order | 3. MINOR: The asserted minimal polynomial is not proved irreducible | 4. MINOR: `H_Q(z)` is used without a formal definition | 5. MINOR: “Global gauge negation” is misleading terminology | Mathematical and novelty assessment | Checker replay | Severity counts",,headings_and_status_scan_not_full_semantic_review
research/audit/TARGET_A_REVIEWER_ONE_ROUND3.md,code_and_evidence,10,"Reviewer One, Round 3 Closure Audit | Scope and verdict | Per-finding closure | 1. RESOLVED: Proof classification for moment identities | 2. RESOLVED: End-to-end production-order regeneration protocol | 3. RESOLVED: Irreducibility of the `eta` polynomial | 4. RESOLVED: Formal definition of `H_Q(z)` | 5. RESOLVED: Edge-sign-negation terminology | Validator | Severity counts",,headings_and_status_scan_not_full_semantic_review
research/audit/TARGET_A_REVIEWER_ZERO_RESPONSE.md,code_and_evidence,3,Target A Reviewer Zero Response | Additional Generator Repair | Gate Status,,headings_and_status_scan_not_full_semantic_review
research/audit/TARGET_A_REVIEWER_ZERO_ROUND1.md,code_and_evidence,9,"Reviewer Zero Report - Round 1 | RZ-001 - MAJOR - The purported frozen paper package is not in the frozen tree | RZ-002 - MAJOR - C24 omits the zone-folding theorem needed for repeated-cell equality | RZ-003 - MAJOR - The minimality checker authenticates digests and counts, not the per-state exact certificates | RZ-004 - MAJOR - The dependency graph conflates logical premises, alternative proofs, and circular verification cross-checks | RZ-005 - MODERATE - C11's short-cell collision scope is not exercised by its listed checker | RZ-006 - MINOR - The reproducibility statement falsely says checkpoint chunks are uncommitted | RZ-007 - MINOR - A proved Target A period-10 theorem is outside the ""complete"" claim inventory without an exclusion record | Verification Performed",,headings_and_status_scan_not_full_semantic_review
research/audit/TARGET_A_REVIEWER_ZERO_ROUND2.md,code_and_evidence,14,Reviewer Zero Round 2 Report | Review Identity | Verdict | Gate | Findings | RZ2-001 | RZ2-002 | RZ2-003 | RZ2-004 | RZ2-005 | RZ2-006 | High-Risk Repair Checklist | Commands and Checks Run | Final Readiness Judgment,123:## Final Readiness Judgment,headings_and_status_scan_not_full_semantic_review
research/audit/TARGET_A_TASK44_COMPLETION.md,code_and_evidence,5,Target A Task 44 Completion Record | Result | Manuscript | Independent review | Verification,,headings_and_status_scan_not_full_semantic_review
research/candidates/CANDIDATE_RANKING.md,other_research_records,16,Candidate Attackability Ranking | 20 分评分模型 | Top 20 | 其余可保留候选 | Top 10 深入攻击分析 | 1. C049 — Schur log-concavity | 2. C037 — deletion-normal | 3. C025 — AP-intersection extremal families | 4. C040 — unique domination bipartite bound | 5. C029 — signed circulants | 6. C030 — skew-shape order polynomial | 7. C031 — circular fence order polynomial | 8. C047 — Kneser xor-power | 9. C019 — strong Seymour tournament | 10. C027 — Latin square transversal gap | Prompt 4 建议,,headings_and_status_scan_not_full_semantic_review
research/candidates/FINAL_TARGETS.md,other_research_records,13,Final Targets | Top 10 形式化攻击评估 | C049 — Schur log-concavity of partition sequences | C037 — deletion-normal graphs | C025 — AP-intersection exact extremum | C040 — bipartite unique-domination edge bound | C047 — 2-xor Kneser clique number | C029 — signed circulant optimizer | C030 — skew-shape order-polynomial identity | C031 — circular-fence identity | C019 — strong Seymour vertex in tournaments | C027 — Latin square transversal construction | 最终选择,,headings_and_status_scan_not_full_semantic_review
research/checkpoints/TARGET_A_DISCOVERY_SNAPSHOT.md,other_research_records,10,Target A Discovery Snapshot | Git state before snapshot commit | Frozen mathematical state | PROVED | COMPUTATIONALLY VERIFIED | OBSERVED | UNRESOLVED | Environment | Reproduction commands | Core artifact SHA-256,,headings_and_status_scan_not_full_semantic_review
research/conjectures/TARGET_A_SPEC.md,other_research_records,23,Target A Specification — Signed Circulants | Definition | Underlying graph | Signing and signed adjacency matrix | Switching | Distinguished threshold | Domain | Hypotheses | Claimed conclusion | Counterexample condition | Equivalent formulations | Switching-class formulation | Cycle-flux formulation | Squared formulation | Characteristic-polynomial certificate | Invariants | Degenerate cases | Symmetries | Known theorems and verified range | Disproof found by this project | Smallest counterexample order | Exact verifier specification | Audit boundary for the next stages,,headings_and_status_scan_not_full_semantic_review
research/discovery/task48a/TARGET_A_P24_OPTIMALITY_THEOREM_CANDIDATE.md,historical_theorems_and_exploration,3,Target A: p<=24 Bounded Optimality Candidate | Candidate statement | Exact evidence chain,,headings_and_status_scan_not_full_semantic_review
research/discovery/task51/BASELINE.md,historical_theorems_and_exploration,2,Target A Task 51 Baseline | Entry Regression,,headings_and_status_scan_not_full_semantic_review
research/discovery/task51/TARGET_A_ALGEBRAIC_INTERFACE_STRUCTURE.md,historical_theorems_and_exploration,1,Target A Algebraic Interface Structure,,headings_and_status_scan_not_full_semantic_review
research/discovery/task51/TARGET_A_ASYMPTOTIC_PHASE_DIAGRAM.md,historical_theorems_and_exploration,1,Target A Asymptotic Phase Diagram,,headings_and_status_scan_not_full_semantic_review
research/discovery/task51/TARGET_A_BIRMAN_SCHWINGER_RECONNAISSANCE.md,historical_theorems_and_exploration,1,Target A Birman-Schwinger Reconnaissance,,headings_and_status_scan_not_full_semantic_review
research/discovery/task51/TARGET_A_CHARGE_CONSERVATION.md,historical_theorems_and_exploration,1,Target A Charge Conservation,,headings_and_status_scan_not_full_semantic_review
research/discovery/task51/TARGET_A_COMMENSURATE_PHASE_DIAGRAM.md,historical_theorems_and_exploration,1,Target A Commensurate Phase Diagram,,headings_and_status_scan_not_full_semantic_review
research/discovery/task51/TARGET_A_CROSS_FALSIFICATION.md,historical_theorems_and_exploration,1,Target A Cross-Falsification,,headings_and_status_scan_not_full_semantic_review
research/discovery/task51/TARGET_A_CRYSTALLIZATION_PROGRAM.md,historical_theorems_and_exploration,5,Target A Arbitrary-Period Crystallization Program | Exact moment route | Local Rayleigh route | Peierls and transparent defects | Route status,,headings_and_status_scan_not_full_semantic_review
research/discovery/task51/TARGET_A_EXTENSION_RECONNAISSANCE.md,historical_theorems_and_exploration,4,Target A Extension Reconnaissance | Odd order | Nearby circulants | Continuous magnetic relaxation,,headings_and_status_scan_not_full_semantic_review
research/discovery/task51/TARGET_A_FINITE_EVANS_ROOT_EXCLUSION.md,historical_theorems_and_exploration,1,Target A Finite Evans Root Exclusion,,headings_and_status_scan_not_full_semantic_review
research/discovery/task51/TARGET_A_MATRIX_SOS_RECONNAISSANCE.md,historical_theorems_and_exploration,1,Target A Matrix SOS Reconnaissance,,headings_and_status_scan_not_full_semantic_review
research/discovery/task51/TARGET_A_MN_FINITE_SIZE_ASYMPTOTICS.md,historical_theorems_and_exploration,1,Target A Finite-Size Asymptotics,,headings_and_status_scan_not_full_semantic_review
research/discovery/task51/TARGET_A_MULTI_SLIP_EFFECTIVE_THEORY.md,historical_theorems_and_exploration,1,Target A Multi-Slip Effective Theory,,headings_and_status_scan_not_full_semantic_review
research/discovery/task51/TARGET_A_ORDER9_HIDDEN_STRUCTURE.md,historical_theorems_and_exploration,4,Target A Order-Nine Hidden Structure | Exact reduction | Sign and modal tests | Route classification,,headings_and_status_scan_not_full_semantic_review
research/discovery/task51/TARGET_A_POST_EXPLORATION_STORY_OPTIONS.md,historical_theorems_and_exploration,6,"Target A Post-Exploration Story Options | Story A: Eventual all-even counterexamples | Story B: Elementary charged phase slips | Story C: Unique periodic ground state | Story D: Ground state, elementary defects, and asymptotic m_n | Story E: Commensurate defect crystals",,headings_and_status_scan_not_full_semantic_review
research/discovery/task51/TARGET_A_RICCATI_RECONNAISSANCE.md,historical_theorems_and_exploration,1,Target A Riccati Reconnaissance,,headings_and_status_scan_not_full_semantic_review
research/discovery/task51/TARGET_A_SINGLE_CHARGE_SPECTRUM.md,historical_theorems_and_exploration,1,Target A Single-Charge Spectrum,,headings_and_status_scan_not_full_semantic_review
research/discovery/task51/TARGET_A_STRUCTURAL_DISCOVERY_MATRIX.md,historical_theorems_and_exploration,1,Target A Structural Discovery Matrix,,headings_and_status_scan_not_full_semantic_review
research/discovery/task51/TARGET_A_STRUCTURAL_UNCERTAINTY_LEDGER.md,historical_theorems_and_exploration,3,Target A Structural Uncertainty Ledger | U01. Finite-ring uniform spectral cap | U02-U26. Remaining structural questions,,headings_and_status_scan_not_full_semantic_review
research/discovery/task51/TARGET_A_SUBEIGHT_PERIODIC_ATLAS.md,historical_theorems_and_exploration,1,Target A Sub-Eight Periodic Atlas,,headings_and_status_scan_not_full_semantic_review
research/discovery/task51/TARGET_A_TASK51_SYNTHESIS.md,historical_theorems_and_exploration,24,Target A Task 51 Synthesis | 1. Baseline | 2. Largest New Discoveries | 3. Falsified Assumptions | 4. Finite-Ring Route Bake-Off | 5. Charge Conservation | 6. Single-Charge Spectrum | 7. Multi-Slip Theory | 8. Sub-Eight Periodic Atlas | 9. Commensurate Phase Diagram | 10. Arbitrary-Period Crystallization | 11. Asymptotic m_n | 12. Algebraic Structure | 13. Chiral / Topological Audit | 14. Extensions | 15. Complete Route Checklist | 16. Strongest Candidate Theorems | 17. Recommended Scientific Direction | 18. Recommended Paper Story | 19. Recommended Next Task | 20. Evidence Inventory | 21. Reviewer Verdicts | 22. Verification | 23. Git,,headings_and_status_scan_not_full_semantic_review
research/discovery/task51/TARGET_A_TOPOLOGICAL_AUDIT.md,historical_theorems_and_exploration,1,Target A Chiral and Topological Audit,,headings_and_status_scan_not_full_semantic_review
research/discovery/task51/defect_crystal_families.md,historical_theorems_and_exploration,1,Defect-Crystal Families,,headings_and_status_scan_not_full_semantic_review
research/discovery/task53/RESEARCH_LOG.md,historical_theorems_and_exploration,1,Task 53 Research Log,,headings_and_status_scan_not_full_semantic_review
research/experiments/TARGET_A_FINITE_PHASE_SLIP_REPORT.md,historical_logs_and_experiments,5,Target A Finite Phase-Slip Report | Protocol | Results | Interpretation | Evidence Labels,,headings_and_status_scan_not_full_semantic_review
research/experiments/TARGET_A_HIGH_PERIOD_EXPLORATION.md,historical_logs_and_experiments,6,Target A Controlled High-Period Exploration | Protocol | Exact Coverage and Moment Counts | Numerical Candidate Summary | Answers to the Search Questions | Boundary,,headings_and_status_scan_not_full_semantic_review
research/experiments/TARGET_A_HIGH_PERIOD_MOMENT_REPORT.md,historical_logs_and_experiments,5,Target A High-Period Moment Report | Coverage and Method | Survival Curves | Survivor Geometry | Answers,,headings_and_status_scan_not_full_semantic_review
research/experiments/TARGET_A_MINIMALITY_SEARCH_PLAN.md,historical_logs_and_experiments,12,"Target A Minimality Search Plan | Goal and stopping condition | Why `(Q,alpha)` covers the spectral search space | Exact quotient counts | Defect-shell counts | Generator design | Spectral and exact-decision pipeline | Checkpoint and resume format | Storage estimates | Complexity and runtime budget | Required result fields | Authorization gate","14:through a proved quotient representation.  If all four searches complete | 254:`n=24` spectral search, is the next authorized gate.  No `n>=24` spectral",headings_and_status_scan_not_full_semantic_review
research/experiments/TARGET_A_N24_RESULT.md,historical_logs_and_experiments,7,Target A: Complete n=24 Result | Mathematical conclusion | Search space | Exact decision | Near-minimizer observation | Checkpoint and provenance | Next gate,91:Resume validation re-generated all completed inputs and reproduced the final,headings_and_status_scan_not_full_semantic_review
research/experiments/TARGET_A_N26_RESULT.md,historical_logs_and_experiments,7,Target A: Complete n=26 Result | Mathematical conclusion | Search space | Exact decision | Period-4 diagnostic | Regression and checkpoints | Next gate,101:- a read-only replay of all 28 committed `n=24` chunks reproduced the complete,headings_and_status_scan_not_full_semantic_review
research/experiments/TARGET_A_N28_RESULT.md,historical_logs_and_experiments,8,Target A: Complete n=28 Result | Mathematical conclusion | Search-space closure | Exact decision | Period-4 diagnostics | n=24/26/28 observed table | Checkpoints and provenance | Next gate,,headings_and_status_scan_not_full_semantic_review
research/experiments/TARGET_A_N30_RESULT.md,historical_logs_and_experiments,8,Target A: Complete n=30 Result | Mathematical conclusion | Search-space closure | Exact decision | Period-4 diagnostics | n=24/26/28/30 observed table | Checkpoints and provenance | Next gate,,headings_and_status_scan_not_full_semantic_review
research/experiments/TARGET_A_REPRODUCTION.md,historical_logs_and_experiments,8,"Target A Reproduction | Environment | Completed checks | n = 8, 10, 12, 14, 16, 18 | First n = 20 Search | Flux quotient search and disproof | Commands | Implementation Note",,headings_and_status_scan_not_full_semantic_review
research/experiments/TARGET_A_TASK47_BASELINE.md,historical_logs_and_experiments,4,Target A Task 47 Baseline | Repository State | Runtime | Baseline Verification,,headings_and_status_scan_not_full_semantic_review
research/experiments/TARGET_A_TASK47_SYNTHESIS.md,historical_logs_and_experiments,18,Target A Task 47 Synthesis | Question 1: Is There a Periodic Phase Below `eta`? | Question 2: Does Maximal Two-Defect Separation Minimize the Radius? | Question 3: Is Period Eight Exceptional in the Two-Defect Family? | Question 4: Are There Exact Counterexamples Outside `8Z`? | Question 5: Is There an Infinite Residue-Class Signal? | Question 6: What Does the Moment Hierarchy Select? | Question 7: Are the Most Dangerous High-Period Candidates Above `eta`? | Question 8: What Should Happen to Theorem 1.6? | Decision Tree Outcome | Phase Summary | Experiment A: Two-Defect Geometry | Experiment B: Finite Phase Slips | Experiment C: Moment Hierarchy | Experiment D: High-Period Certification | Experiment E: Independent Order-22 Audit | Optional Local Stability Experiment | Final Experimental Status,,headings_and_status_scan_not_full_semantic_review
research/experiments/TARGET_A_TASK48_BASELINE.md,historical_logs_and_experiments,5,Target A Task 48 Baseline | Immutable starting point | Runtime | Entry verification | Freeze rule,,headings_and_status_scan_not_full_semantic_review
research/experiments/TARGET_A_TASK48_CHECKPOINT.md,historical_logs_and_experiments,7,Target A Task 48 Safe-Stop Checkpoint | Classification | VALID_COMPLETE_RESULT | VALID_PARTIAL_RESULT | TEMPORARY / INCOMPLETE | FAILED / OBSOLETE | Checkpoint validation,,headings_and_status_scan_not_full_semantic_review
research/experiments/TARGET_A_TWO_DEFECT_GEOMETRY_REPORT.md,historical_logs_and_experiments,5,Target A Two-Defect Geometry Report | Coverage | Main Findings | Scientific Interpretation | Evidence Boundary,,headings_and_status_scan_not_full_semantic_review
research/experiments/finite_phase_slips/pattern_families.md,historical_logs_and_experiments,7,"Finite Phase-Slip Pattern Families | Controls and Search Boundary | Observed Families | Single gap 6, residue 2 | Two gaps 6, residue 4 | Single gap 10, residue 6 | Relation to Existing Artifacts",,headings_and_status_scan_not_full_semantic_review
research/experiments/high_period_certified/summary.md,historical_logs_and_experiments,2,High-Period Candidate Certification Summary | Exact Classifications,,headings_and_status_scan_not_full_semantic_review
